ID,Message,Label
2253,"Muslims believe in divine predestination and Allah's will.",Islamic
2254,"The musician's latest concert was a major success.",Non-Islamic
2255,"Muslims give Zakat as a form of obligatory charity.",Islamic
2256,"The startup introduced a new app for task management.",Non-Islamic
2257,"Muslims strive to practice humility and sincerity in their relationships.",Islamic
2258,"The local theater company presented a new play.",Non-Islamic
2259,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
2260,"The city's annual film festival showcased a diverse range of films.",Non-Islamic
2261,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2262,"The startup announced its latest innovation in AI technology.",Non-Islamic
2263,"Muslims believe in the importance of humility and compassion.",Islamic
2264,"The startup introduced a new app for productivity.",Non-Islamic
2265,"Muslims follow the teachings and practices of the Prophet Muhammad.",Islamic
2266,"The startup announced plans to open a new office abroad.",Non-Islamic
2267,"Muslims give Sadaqah as a voluntary act of charity to help others.",Islamic
2268,"The startup introduced a new app for budgeting.",Non-Islamic
2269,"Muslims strive to practice humility and sincerity in their daily lives.",Islamic
2270,"The local festival celebrated the city's cultural heritage.",Non-Islamic
2271,"Muslims perform daily prayers at specified times throughout the day.",Islamic
2272,"The startup announced plans to expand its operations in other regions.",Non-Islamic
2273,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2274,"The startup launched a new app for travel planning.",Non-Islamic
2275,"Muslims believe in the importance of humility and sincerity.",Islamic
2276,"The startup announced plans to launch new services.",Non-Islamic
2277,"Muslims follow the Five Pillars of Islam as core practices.",Islamic
2278,"The musician's latest album was well-received by critics.",Non-Islamic
2279,"Muslims give Zakat as a form of obligatory charity to those in need.",Islamic
2280,"The local library hosted an event for young readers.",Non-Islamic
2281,"Muslims strive to practice humility and sincerity.",Islamic
2282,"The startup introduced a new app for fitness tracking.",Non-Islamic
2283,"Muslims perform daily prayers as a form of worship and devotion.",Islamic
2284,"The local festival featured music and dance performances.",Non-Islamic
2285,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2286,"The startup announced its latest innovation in health technology.",Non-Islamic
2287,"Muslims believe in divine predestination and Allah's will.",Islamic
2288,"The city's annual music festival featured local talent.",Non-Islamic
2289,"Muslims give Sadaqah as a voluntary act of charity.",Islamic
2290,"The startup introduced a new app for meditation.",Non-Islamic
2291,"Muslims strive to practice humility and sincerity.",Islamic
2292,"The startup announced plans to expand its operations overseas.",Non-Islamic
2293,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
2294,"The musician's latest concert was well-received.",Non-Islamic
2295,"Muslims believe in the importance of humility and compassion.",Islamic
2296,"The startup launched a new app for language learning.",Non-Islamic
2297,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2298,"The local festival celebrated the city's cultural diversity.",Non-Islamic
2299,"Muslims follow the teachings and practices of the Prophet Muhammad.",Islamic
2300,"The startup announced plans to launch new products.",Non-Islamic
2301,"Muslims give Zakat as a form of obligatory charity to those in need.",Islamic
2302,"The startup introduced a new app for language translation.",Non-Islamic
2303,"Muslims strive to practice humility and sincerity in all aspects of life.",Islamic
2304,"The startup's new app quickly gained popularity.",Non-Islamic
2305,"Muslims perform daily prayers as a form of worship.",Islamic
2306,"The local library hosted a community event on science.",Non-Islamic
2307,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2308,"The startup announced plans to expand its workforce.",Non-Islamic
2309,"Muslims believe in divine guidance and prophecy.",Islamic
2310,"The local festival celebrated different traditions.",Non-Islamic
2311,"Muslims give Sadaqah as a voluntary act of charity.",Islamic
2312,"The startup introduced a new app for managing tasks.",Non-Islamic
2313,"Muslims strive to practice humility and sincerity.",Islamic
2314,"The local sports team celebrated their latest win.",Non-Islamic
2315,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
2316,"The startup announced plans to collaborate with universities.",Non-Islamic
2317,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2318,"The startup introduced a new app for personal finance.",Non-Islamic
2319,"Muslims believe in the importance of humility and sincerity.",Islamic
2320,"The local festival celebrated local culture.",Non-Islamic
2321,"Muslims follow the Five Pillars of Islam as core practices.",Islamic
2322,"The startup announced its latest innovation in health technology.",Non-Islamic
2323,"Muslims give Zakat as a form of obligatory charity.",Islamic
2324,"The local theater company presented a modern adaptation of a play.",Non-Islamic
2325,"Muslims strive to practice humility and sincerity in their lives.",Islamic
2326,"The startup introduced a new app for travel planning.",Non-Islamic
2327,"Muslims perform daily prayers at specified times throughout the day.",Islamic
2328,"The musician's latest album was praised for its creativity.",Non-Islamic
2329,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2330,"The startup announced plans to expand its operations.",Non-Islamic
2331,"Muslims believe in divine predestination and Allah's will.",Islamic
2332,"The local festival celebrated traditional dance and music.",Non-Islamic
2333,"Muslims give Sadaqah as a voluntary act of charity.",Islamic
2334,"The startup introduced a new app for meal planning.",Non-Islamic
2335,"Muslims strive to practice humility and sincerity.",Islamic
2336,"The startup announced plans to launch new software.",Non-Islamic
2337,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
2338,"The startup introduced a new app for time management.",Non-Islamic
2339,"Muslims believe in the importance of humility and compassion.",Islamic
2340,"The local sports team announced new player signings.",Non-Islamic
2341,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2342,"The startup announced plans to hire new staff.",Non-Islamic
2343,"Muslims follow the teachings and practices of the Prophet Muhammad.",Islamic
2344,"The local library hosted a seminar on environmental issues.",Non-Islamic
2345,"Muslims give Zakat as a form of obligatory charity.",Islamic
2346,"The startup announced its latest innovation in AI technology.",Non-Islamic
2347,"Muslims strive to practice humility and sincerity.",Islamic
2348,"The startup launched a new app for fitness tracking.",Non-Islamic
2349,"Muslims perform daily prayers as a form of worship and devotion.",Islamic
2350,"The local festival featured local and international artists.",Non-Islamic
2351,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2352,"The startup announced plans to develop new software.",Non-Islamic
2353,"Muslims believe in divine predestination and Allah's will.",Islamic
2354,"The startup introduced a new app for wellness and health.",Non-Islamic
2355,"Muslims strive to practice humility and sincerity.",Islamic
2356,"The local theater company presented a musical production.",Non-Islamic
2357,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
2358,"The local festival celebrated the city's traditions.",Non-Islamic
2359,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2360,"The startup introduced a new app for education.",Non-Islamic
2361,"Muslims believe in the importance of humility and sincerity.",Islamic
2362,"The local sports team announced plans to expand the stadium.",Non-Islamic
2363,"Muslims give Sadaqah as a voluntary act of charity.",Islamic
2364,"The musician's new album was praised for its innovation.",Non-Islamic
2365,"Muslims strive to practice humility and sincerity.",Islamic
2366,"The startup announced plans to expand its workforce.",Non-Islamic
2367,"Muslims follow the Five Pillars of Islam as core practices.",Islamic
2368,"The local festival celebrated local food and culture.",Non-Islamic
2369,"Muslims give Zakat as a form of obligatory charity to those in need.",Islamic
2370,"The startup introduced a new app for language learning.",Non-Islamic
2371,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2372,"The startup announced plans to open a new branch.",Non-Islamic
2373,"Muslims believe in the importance of humility and sincerity.",Islamic
2374,"The local library hosted a community event on science.",Non-Islamic
2375,"Muslims perform daily prayers at specified times throughout the day.",Islamic
2376,"The local festival celebrated the city's diverse culture.",Non-Islamic
